,sentence,joy,anticipation,fear,surprise,anger,sadness,trust,disgust
10476,It was very difficult to make friends as well.,0,0,1,0,0,0,0,0
10477,I made sure to take a photo.,1,1,0,1,0,0,0,0
10478,I wiped my hands with a towel.,1,1,0,0,0,0,0,1
10479,Elizabeth's coach kept pushing her to practice kicking.,1,0,0,0,0,0,1,0
10480,Alex became angry and scolded Cole.,0,0,1,1,0,1,0,0
10481,"There was a lot of damage, but they had insurance.",1,0,0,1,0,1,1,0
10482,John desperately needed some money to pay bills.,0,1,1,0,1,1,0,1
10483,Joyce silently sat savoring a piece of chocolate candy in her closet.,1,0,0,0,0,0,0,0
10484,Jill was in complete shock over the news.,0,0,1,1,0,1,0,0
10485,She understood and continued to eat it.,0,0,0,0,0,0,0,0
10486,One day Sammy was playing around inside the house.,1,1,0,0,0,0,1,0
10487,So Liv got together with her friends and began brainstorming.,1,1,0,0,0,0,1,0
10488,Lucy decided she wanted to learn to sew.,1,1,0,1,0,0,1,0
10489,Linet left the boy with a black eye and bruised leg.,0,0,1,1,1,1,0,1
10490,The class laughed because the word on the board was Nowhere.,1,0,0,1,0,0,0,0
10491,"When she answered, there was no one there.",0,0,1,1,0,0,0,0
10492,"Unfortunately, she didn't catch enough to keep.",0,0,0,1,0,1,0,0
10493,She books a train to Barcelona instead.,1,1,0,1,0,1,0,0
10494,He put them on the trunk of his car as he got in.,1,0,0,0,0,0,0,0
10495,I waited on the corner for the bus to come.,0,1,0,0,0,0,0,0
10496,Tom was getting fast food.,1,1,0,0,0,0,0,0
10497,Samantha had just went on many dates from online sites.,1,1,0,1,0,0,1,0
10498,I went to my garage and saw a scooter.,1,1,0,0,0,0,0,0
10499,"It was much dimmer, but Jane accepted it.",0,1,1,0,0,0,1,0
10500,And someone dared Jill to shave her head.,1,1,0,1,0,0,1,0
10501,"She hated books, but Jenny decided to graduate for her parents.",1,1,0,0,0,0,1,0
10502,Harris and Angelo were the team leaders for basketball.,1,1,0,0,0,0,1,0
10503,Everyone she showed loved it.,1,0,0,0,0,0,0,0
10504,Then she removed the cheese.,0,0,0,1,1,1,0,1
10505,Jake hid for awhile and jumped out at the perfect moment.,1,0,0,1,0,0,0,0
10506,She mixes it was cream and sugar.,1,1,0,0,0,0,1,0
10507,Test results revealed that Renee had Type I Diabetes.,0,1,1,1,0,1,0,0
10508,Tyler makes himself a peanut butter and jelly sandwich.,1,1,0,0,0,0,0,0
10509,Later in December he baked Christmas cookies.,1,0,0,0,0,0,1,0
10510,They did really good in the rounds.,1,0,0,0,0,0,0,0
10511,Walt carefully examined the crime scene.,0,1,0,0,0,0,0,0
10512,Their father put all the pieces together and finally it was time.,1,1,0,1,0,0,1,0
10513,Jake had to park further away.,0,1,0,1,1,1,0,1
10514,Megan took her dog to the park.,1,0,0,0,0,0,0,0
10515,Cameron searched for online tools to help her in her journey.,1,1,1,0,0,0,0,0
10516,Kate wanted to be a model.,1,1,0,0,0,0,0,0
10517,The poetry soothed Claire so she decided to write her own poetry.,1,1,0,1,0,0,1,0
10518,But Mona keeps crying and doesn't feel like having fun.,0,0,0,0,0,1,0,0
10519,Mike had been getting really bad headaches lately.,0,0,0,1,1,1,0,0
10520,Kate used a lot of software to remove them.,1,0,0,0,0,0,0,0
10521,The kids laughed and told everyone Joey lived in the poor house.,1,1,0,1,0,1,0,1
10522,He piled food high on his plate.,1,1,0,0,0,0,0,0
10523,The toilet was clogged after he used it.,0,0,0,1,0,1,0,1
10524,The doctor informed Monica she had an ear infection.,1,0,0,0,0,0,1,0
10525,Over the next weeks she learned to ride and care for horses.,1,0,0,1,0,0,0,0
10526,Rich sang along to every song.,1,0,0,0,0,0,0,0
10527,It was a special place to visit.,1,0,0,1,0,0,1,0
10528,Liam needed a new computer.,0,1,1,0,0,0,0,0
10529,He realized he had forgotten to pay his bill.,0,0,1,1,0,1,0,1
10530,It was her very first job.,1,1,1,0,0,0,0,0
10531,His girlfriend noticed he would sneak off to try sometimes.,0,0,0,0,1,1,0,1
10532,So she decided to wait till the teacher was done teaching.,0,1,0,0,0,0,0,0
10533,I remember when i was in first grade we were assigned to read.,1,1,0,0,0,0,0,0
10534,Kara brought a small speaker system to play the music for the dance.,1,1,0,0,0,0,0,0
10535,I fell out of a 3 foot high tree.,0,0,0,0,1,0,0,1
10536,They're her favorite type of flower.,1,0,0,0,0,0,0,0
10537,"Jack's scared when she tells him the man is a cop, not her attacker,",0,0,1,1,0,1,0,0
10538,I just hope the tutor is clearer than the professor.,0,1,1,0,0,0,1,0
10539,Tina bought a new suede jacket.,1,1,0,0,0,0,1,0
10540,There were clouds in the sky.,0,1,0,1,0,1,0,1
10541,Tom never recovered.,0,0,0,1,1,1,0,0
10542,She also wanted to clear her skin and grow three inches taller.,1,1,1,1,1,1,1,1
10543,She did not want to play anymore.,0,0,0,0,0,0,0,0
10544,Shortly after meeting her she was sent overseas by the military.,0,0,0,0,0,1,0,0
10545,One day Sophie's father told her they were going to see the USA.,1,1,0,0,0,0,1,0
10546,He husband smiled and said it was the best meal he ever had.,1,0,0,0,0,0,1,0
10547,Bay took a pop quiz in math.,0,1,1,0,0,1,1,0
10548,A police car pulled out behind him.,0,0,1,0,1,0,0,0
10549,Eli was fighting against the local school board.,0,0,0,0,1,0,0,0
10550,The owners bought her a soft dog bed.,1,0,0,1,0,0,0,0
10551,Everyone goes all out to make it special for their loves.,1,1,0,1,0,0,0,0
10552,I did this every week with my allowance.,1,1,0,0,0,0,1,0
10553,She returns home and her family is still sleeping.,0,1,0,0,0,0,0,0
10554,He swung his ax at the trunk.,1,1,0,0,0,0,0,0
10555,"She wasn't sure if it had been real, a dream, or her radio program.",0,1,1,1,0,0,0,0
10556,The voices were coming from outside.,0,1,1,0,0,0,0,0
10557,Ike recognized his parents' sacrifice and thanked them profusely.,1,1,0,0,0,0,1,0
10558,It was a smart choice and Sam was proud of himself.,1,0,0,0,0,0,0,0
10559,He drove around every morning to collect trash.,0,0,0,0,0,0,0,1
10560,We got into an argument about tipping street performers.,0,0,0,1,1,0,0,1
10561,Tina was babysitting some young children she didn't know very well.,0,1,1,0,0,0,0,0
10562,The kitten scratched up her leather couch while she was gone.,0,1,0,0,0,0,0,0
10563,It is big and black and sturdy and surprisingly light.,1,0,0,0,0,0,0,0
10564,After she was done she looked into the mirror.,1,0,0,0,0,0,1,0
10565,"He got his bike, but discovered he felt too guilty to enjoy it.",0,0,0,0,0,1,0,1
10566,Doug lost the last 5 games however.,1,1,0,0,0,0,0,0
10567,One one occasion the polite thief left a note of apology.,0,1,0,0,0,1,0,0
10568,My sister offered me a piece of her sub.,0,0,0,0,0,0,0,0
10569,I immediately tried to treat it but it got worse.,0,0,0,1,1,1,0,1
10570,She had to find a way to clean it up.,0,1,0,0,0,0,0,0
10571,Then a security guard found her and took her aside.,0,0,0,0,0,0,1,0
10572,The client shared some questions that were mutually educational.,0,1,0,0,0,0,1,0
10573,The police checked it out and let him go.,1,0,0,0,0,0,0,0
10574,The new girl told Nell they could do whatever they wanted.,1,1,0,0,0,0,1,0
10575,Dan tripped on a nail sticking out of his front porch entry.,0,0,1,1,1,1,0,1
10576,"He panicked and watched the window, expecting an intruder.",0,1,1,1,0,0,1,0
10577,She wanted to go back the next week.,1,1,0,0,0,0,1,0
10578,Tara caught up with them all night.,1,1,0,1,0,0,1,0
10579,He felt much better!,1,0,0,1,0,0,0,0
10580,"However, he did not understand at all.",0,0,1,0,0,0,0,0
10581,Fred was getting very nervous because he wanted to propose.,0,1,1,0,0,0,0,0
10582,The ship drowned Eli as it went over him and his raft.,0,1,1,1,1,1,0,1
10583,Mike woke up with a pain in his leg.,0,0,1,1,1,1,0,1
10584,Everyone was coughing on campus.,0,0,0,1,0,1,0,1
10585,I felt like running away.,0,0,1,1,1,1,0,1
10586,"However, Barry was scheduled to go to Germany and had to take a plane.",0,1,1,0,0,0,0,0
10587,Liz loved mashed potatoes.,1,1,0,1,0,0,1,0
10588,He got along with all of the children but couldn't focus on learning.,0,0,0,0,0,1,0,0
10589,My mom began to choke on a meatball.,0,1,1,1,0,1,0,0
10590,Teddy had free time at the end of his day.,1,1,0,0,0,0,1,0
10591,He offered a good price for the watch.,1,1,0,1,0,0,1,0
10592,He loves his job but the team isn't very good.,1,1,0,0,0,0,0,0
10593,Gordo hates the idea of having to give a presentation.,0,1,1,0,0,1,0,0
10594,He fell asleep before he finished smoking it.,0,0,0,0,0,0,0,0
10595,On the day of the audition DJ had butterflies in her tummy.,0,1,1,1,0,0,0,0
10596,"However, I kept my composure and called transportation.",0,1,1,1,0,1,1,0
10597,My parents took me to the hospital.,0,1,1,0,0,0,0,0
10598,His friend Doug had taunted him for having a large nose.,0,0,1,0,1,1,0,1
10599,One day she slipped and cut her hand bad.,0,0,1,1,0,0,0,0
10600,John called up his friends to play.,1,1,0,0,0,0,1,0
10601,I was looking at my attic one day.,1,1,0,0,0,0,0,0
10602,But this year she won.,1,1,0,1,0,0,1,0
10603,He decided to climb the tree to get to it.,1,1,0,0,0,0,0,0
10604,"One day at school, the teacher brought in a bunny to be the class pet.",1,0,0,0,0,0,0,0
10605,John really wanted a new car for his first year at university.,0,1,0,0,0,0,0,0
10606,Now Terry's porch is covered in a dozen black shriveled dead slugs.,0,0,0,0,0,1,0,1
10607,Roger wanted to play tennis as well as Roger Federer.,1,1,0,0,0,0,1,0
10608,He ordered a fancy new king size bed online.,1,1,0,1,0,0,1,0
10609,"By then, Joe couldn't speak but only made panicked, rasping sounds.",0,1,1,0,0,0,0,0
10610,He got beat one day by Hugo.,0,1,1,1,1,1,0,1
10611,But it was over 10 miles away.,0,1,0,1,0,1,0,0
10612,My sister in law broke her ankle one year.,0,0,1,0,1,1,0,1
10613,I had cheese for dessert that very night.,1,0,0,0,0,0,0,0
10614,Mrs Cooper had a secret affair with the much younger John.,1,1,0,1,0,0,1,0
10615,She also brought a pillow and blanket.,1,1,0,0,0,0,0,0
10616,Warren was feeling relaxed and calm.,1,0,0,0,0,0,1,0
10617,After hours of looking for the stuffed toy Tommy found it.,1,1,0,1,0,0,1,0
10618,She downloaded her music.,1,1,0,0,0,0,0,0
10619,However to her dismay she fell and skinned her knee.,0,0,1,1,1,1,0,0
10620,Kristy went to the sink and grabbed a glass.,1,0,0,0,0,0,0,0
10621,Richard sits down at his drum kit.,1,1,0,0,0,0,0,0
10622,She drove back to the grocery store to ask them if they'd seen it.,0,0,1,1,1,0,0,0
10623,Then he just started licking it.,1,1,0,1,0,0,1,0
10624,It's extremely difficult.,0,0,1,1,0,1,0,0
10625,She went to her best friend's birthday party.,1,0,0,0,0,1,1,0
10626,He decided to drive home under the influence of alcohol.,0,0,0,0,0,0,0,1
10627,It looked amazing.,1,1,0,1,0,0,1,0
10628,Records were even better than CDs!,1,1,0,1,0,0,0,0
10629,She had to pick her instrument on the first day.,1,1,1,0,0,0,0,0
10630,The class wrote down their choice on a piece of paper.,1,1,0,0,0,0,1,0
10631,The employee was taking a roll of toilet paper home every night!,0,0,0,1,1,0,0,1
10632,Jim gave away many of the items.,1,0,0,0,0,0,1,0
10633,I was just given a money by my mom.,1,1,0,1,0,0,1,0
10634,Within minutes it was raided.,0,1,1,1,0,0,0,0
10635,His aunt met him at the door and told him she had a surprise.,1,1,0,0,0,0,0,0
10636,Now Thomas is sad.,0,0,0,0,0,0,0,0
10637,Ollie would like the sun for Christmas.,1,0,0,0,0,0,1,0
10638,Bill stopped at a gas station to ask for help.,0,0,1,1,1,0,0,0
10639,Ben was training to become a police officer.,0,1,0,0,0,0,0,0
10640,They all pitched in money and rented a car.,1,1,0,0,0,0,1,0
10641,"After eating, we walked back to our car and went home.",1,0,0,0,0,0,0,0
10642,She's so distressed that she called all her friends.,0,0,0,1,1,1,0,1
10643,Ted talks to John and the two become roommates.,1,1,0,0,0,0,0,0
10644,They called the cops.,0,1,1,0,1,0,0,0
10645,He found the dog and returned him to his owner who was happy.,1,0,0,0,0,0,0,0
10646,But his antivirus software was no help.,0,0,1,1,1,1,0,1
10647,"She was disgusted, but he told her he'd done it for years!",0,0,0,1,0,0,0,1
10648,He was mean to her.,0,0,0,0,1,1,0,1
10649,She wished her family could afford more diverse meals.,0,0,0,0,0,1,0,0
10650,She decided to try to make baked apples for the first time.,1,1,0,0,0,0,0,0
10651,"When he got there, the girl at the front desk said the cat had died!",0,0,1,1,0,1,0,0
10652,Jenny knows her grandmother is becoming very sick.,0,0,1,0,0,1,1,0
10653,He invited his baby sister Liesel.,1,1,0,1,0,0,1,0
10654,Sam was a car dealer.,0,1,0,0,0,0,0,0
10655,Leah had to have her wisdom teeth out.,0,0,1,0,0,0,0,0
10656,Grown men were throwing punches at each other.,0,1,1,1,1,1,0,1
10657,Joey ran out of napkins.,0,0,0,1,0,1,0,0
10658,Bill always loosened the cap on the salt shaker in restaurants.,0,1,0,0,0,0,0,0
10659,Candy had finally burned a ham.,0,0,0,0,0,1,0,0
10660,Sam needed help to move a couch in his house.,0,1,0,0,0,0,1,0
10661,Happy tears welled in old eyes as Lily's aunt accepted the hat.,1,0,0,0,0,0,1,0
10662,They showed people how great their idea was.,1,1,0,1,0,0,1,0
10663,He was reading a book when he heard some commotion.,0,1,1,1,0,0,0,0
10664,Morgan decided to propose to her boyfriend.,1,1,0,0,0,0,1,0
10665,I will remember this trip for the rest of my life.,1,0,0,1,0,0,1,0
10666,"When I heard the ding, I grabbed the bag.",1,1,0,0,0,0,1,0
10667,But he couldn't find anyone to go with him.,0,0,0,0,0,0,0,0
10668,The driver violently honked his car.,0,0,1,1,1,0,0,1
10669,They hired a new babysitter for their children.,1,1,0,0,0,0,0,0
10670,"After that, he went to the store to purchase the necessary ingredients.",1,1,0,0,0,0,0,0
10671,They focused them on football.,1,1,0,0,0,0,0,0
10672,He spends the whole day swimming there.,1,0,0,0,0,0,0,0
10673,He falls asleep on the couch while watching his show.,0,0,0,0,0,0,0,0
10674,She felt nervous as she walked into the office.,0,1,1,0,0,1,0,0
10675,His parents told him he was too young.,0,1,0,1,1,1,1,0
10676,She was nervous that she wouldn't make any friends.,1,1,1,0,0,1,1,0
10677,"In middle school, Anna started playing soccer during lunch time.",0,0,0,1,0,0,0,0
10678,John was sitting at his work desk.,0,1,0,0,0,0,0,0
10679,But he wanted to be her husband.,1,1,0,1,0,0,1,0
10680,"He tried to avoid it, but she would not stop.",0,0,0,0,1,1,0,0
10681,Martin walked to the porch and sat on the old swing.,1,0,0,0,0,1,1,0
10682,It was Jerry's first day on board.,0,1,1,0,0,0,0,0
10683,Jolene found a little turtle in her garden.,0,0,1,0,0,0,0,0
10684,She asked her friend to do it for her.,0,0,1,0,0,0,0,0
10685,A girl comes in,0,1,1,1,0,0,0,0
10686,"At the end of the game, everyone cheered.",1,1,0,1,0,0,0,0
10687,She thought she might fall off.,0,1,1,1,0,0,0,0
10688,Sam wanted to fly a kite.,1,1,0,0,0,0,1,0
10689,I hired a tutor to help me improve in my math class.,1,1,0,0,0,0,1,0
10690,Cameron is now a successful programmer.,1,0,0,0,0,0,0,0
10691,"Bridgette quits her old job and starts at her new, exciting job.",1,1,0,1,0,0,0,0
10692,He suddenly got lost.,0,1,1,1,0,1,1,0
10693,Carla had an apartment on the third floor.,1,1,0,0,0,0,1,0
10694,He told Miles that they were at war with terrorists.,0,1,1,1,0,0,1,0
10695,"When she met Joe, it was love at first sight, and she didn't trust it.",1,1,1,1,0,0,0,0
10696,He was really scared he was going to do bad.,0,1,1,0,0,1,0,0
10697,She forgot that it was Veteran's Day.,0,1,0,1,1,1,0,0
10698,She decided to go on a hunger strike.,0,0,0,1,1,0,0,1
10699,Sam decided to check it out.,1,1,0,0,0,0,0,0
10700,When Jake got home dinner was cold so they skipped ahead to dessert.,0,0,0,0,1,1,0,0
10701,Bill desired to have an adventure.,1,1,0,0,0,0,0,0
10702,Gina's crush had smiled at her in the morning.,1,1,1,0,0,0,0,0
10703,"However, I felt disappointed in myself.",0,0,0,0,1,1,0,1
10704,He decided to lose weight to make himself feel better.,0,1,1,0,0,0,1,0
10705,"And as he foresaw, the next day her body was back to normal.",1,0,0,1,0,0,1,0
10706,Jane boarded the plane and started feeling very sick.,0,1,1,0,0,1,0,1
10707,"When I was done, I rinsed my mouth.",0,1,1,1,0,0,0,0
10708,The man learned a lesson.,0,0,1,1,1,0,0,1
10709,They found a spot out in the water that looked good.,1,1,0,0,0,0,1,0
10710,She decided she would store 2 in her freezer.,1,1,0,0,0,0,1,0
10711,I think I did very well.,1,1,0,1,0,0,1,0
10712,Poppy started going to dance school.,1,1,0,0,0,0,0,0
10713,She was so hungry she scarfed it down in five minutes.,1,1,0,1,0,0,1,0
10714,He got out of his car and handcuffed Mike.,0,1,1,1,1,1,0,1
10715,Julie came to David and told him she liked the poem!,1,1,0,1,0,0,0,0
10716,She went downtown.,1,1,0,1,0,0,1,0
10717,We had been getting close to finished.,1,1,0,1,0,0,1,0
10718,We became close friends and he made my time there much easier.,1,1,0,0,0,0,1,0
10719,He brought it to the local watch shop.,0,1,0,0,1,0,0,0
10720,The comments did not stop and apparently the problem was my voice.,0,0,0,1,1,1,0,1
10721,Thankfully she found a recipe for almond milk.,1,0,0,0,0,0,0,0
10722,She worked very hard to learn to fly.,1,1,0,0,0,0,1,0
10723,He drank the water.,1,0,0,0,0,0,1,0
10724,She saved all her money and traveled to California.,1,1,0,0,0,0,0,0
10725,But a woman cut right in front of her.,0,0,0,0,1,0,0,0
10726,"Every night after I fall into a deep sleep, I hear a roar.",0,1,1,1,0,0,0,0
10727,The essays were to be no more than five pages long.,1,1,0,1,0,0,1,0
10728,His mom made an appointment with the barber for next week.,1,1,0,0,0,0,1,0
10729,Lisa wrote the administrators of this league.,0,0,0,1,0,0,0,0
10730,His hair is so long he can't see.,0,0,1,0,0,1,0,0
10731,I went to the store and bought a week's worth of meals.,1,1,0,0,0,0,1,0
10732,Although he claimed he did to get the ladies.,0,0,0,0,1,1,0,1
10733,Unfortunately she forgot about them.,0,0,0,1,0,1,0,0
10734,Mary saw him exit the line and headed to the concession.,1,1,0,1,0,0,1,0
10735,Johnny needed a new shirt.,1,1,0,0,0,0,0,0
10736,She decides it's better if she drops out.,0,0,1,0,1,1,0,1
10737,Brooke and Whit were supposed to meet for dinner.,0,1,0,1,0,0,1,1
10738,He rents a nice little log cabin next to the water.,1,0,0,0,0,0,1,0
10739,She studied in the US for 9 months.,1,1,0,1,0,0,1,0
10740,We tried to wake him up but we were not successful.,0,0,0,0,0,0,0,0
10741,She found that she liked it very much.,1,1,0,1,0,0,0,0
10742,Drew came out of the roller-coaster.,1,1,1,1,0,0,1,0
10743,Now Jasper has nice warm hands when he drives to work.,1,1,0,0,0,0,1,0
10744,"Dave felt very lucky, and vowed to drive more safely from then on.",0,0,0,1,0,0,0,0
10745,"She knew she was going in extra early, and wanted to treat herself.",1,1,0,0,0,0,0,0
10746,My parents got new jobs.,1,0,0,0,0,0,0,0
10747,"As a result, I don't practice the vault as often and don't excel here.",0,0,1,0,0,0,0,0
10748,By the end of the week Billy was able to buy the shoes.,1,1,0,0,0,0,1,0
10749,A prospective buyer came and made the owner an offer.,1,1,1,0,0,0,0,0
10750,They then became quick friends.,1,1,0,0,0,0,1,0
10751,"Once it was packed, he put it in a truck and drove it away.",1,1,1,0,0,0,0,0
10752,"Suddenly, Sasha fell during a move.",0,1,0,1,0,1,0,0
10753,My wife's family members attended.,1,1,0,1,0,0,1,0
10754,The party became a little too loud and police were called.,0,1,1,1,1,1,0,1
10755,I told him to drink it and searched for the lemonade.,0,0,0,0,1,1,0,1
10756,Many people were buying items from back-to-school sales.,0,0,0,1,0,0,0,1
10757,Tom and Kara were engaged and trying to plan their wedding.,1,1,0,1,0,0,1,0
10758,After getting her food she looked for a seat.,0,0,0,1,0,1,0,0
10759,Then she decided to cut up tortilla shells and fry her own!,1,1,0,1,0,0,1,0
10760,Tom was getting married.,1,1,0,0,0,0,0,0
10761,A glare came across his eye and lost focus for a second.,0,0,1,1,1,1,0,1
10762,He asked us where we were going.,0,1,0,1,0,0,0,0
10763,"He had dinner with Anne, a woman he met online.",1,1,0,0,0,0,0,0
10764,Mary was getting her kids dressed for a family photo.,1,1,0,0,0,0,1,0
10765,Corn on the cob was her favorite.,1,1,0,0,0,0,0,0
10766,She devoured it.,1,0,0,0,0,0,0,0
10767,He came upon a large iceberg that drifted in his path.,0,0,1,1,0,0,0,0
10768,The shirts were numbered according to size from 1 to 20.,1,0,0,0,0,0,0,0
10769,Melody tasted it and knew he was lying but smiled anyway.,1,0,0,0,0,0,1,0
10770,Tom's girlfriend freaked out because her dad was upset.,0,1,1,0,0,0,0,0
10771,Benjamin asked Greg for the answers.,0,1,1,0,0,1,1,1
10772,Zack wanted to vote in the election.,0,1,0,0,0,0,0,0
10773,Johnny is glad he found a way to stay cool.,1,1,0,0,0,0,1,0
10774,"Sally asked for her favorite, an Orange Dream for 75 cents.",1,1,0,0,0,0,0,0
10775,She decided to shop for local fresh vegetables.,1,1,0,0,0,0,0,0
10776,Heather went grocery shopping while the kids were in school.,1,1,0,0,0,0,0,0
10777,They finally reached the fairgrounds in the early evening.,1,1,0,1,0,0,0,0
10778,He had gone home for the day.,0,0,0,0,0,1,0,0
10779,Finally Kelly won.,1,0,0,1,0,0,0,0
10780,The kids all played together.,1,1,0,1,0,0,1,0
10781,When she got to school she kept getting strange looks.,0,0,0,1,0,1,0,0
10782,Bev and her brother loved to ride their bikes down big hills.,1,1,0,0,0,0,1,0
10783,"Cat's daughter smiled at her, thanking her for her help.",1,0,0,0,0,0,0,0
10784,And was stuck once again.,0,0,1,1,0,1,0,0
10785,Matt had a great time at the school field trip.,1,0,0,0,0,0,1,0
10786,Sean knew that the noises were from a mountain lion.,0,1,1,1,1,0,0,1
10787,I began to get tired of using the same crayons.,0,0,0,0,0,0,0,1
10788,On race day she was well prepared.,1,1,0,0,0,0,0,0
10789,You add all the colorful fruit inside.,1,1,0,0,0,0,0,0
10790,She collected a rock of each color and put the rocks in a circle.,1,0,0,0,0,0,0,0
10791,Tanya decided to sneak into Kim's room and take the camera.,0,1,1,0,0,0,0,0
10792,Julie told her mom to go home.,0,1,0,1,0,1,0,0
10793,James proposed to Taylor.,1,1,0,1,0,0,1,0
10794,My hands got very sweaty.,0,1,0,1,0,0,0,0
10795,She fell constantly and wanted to give up!,0,0,0,1,1,1,0,1
10796,She meticulously watered it every day with a garden hose.,1,1,0,0,0,0,1,0
10797,I loved beef jerky.,1,1,0,0,0,0,1,0
10798,It only cost me a few dollars and the man was very nice.,1,0,0,1,0,0,1,0
10799,Sam swung at a small tree and chopped it down.,1,1,0,1,0,0,1,0
10800,He spent most of the season chasing cod.,1,1,1,0,0,0,0,0
10801,My mom woke Henry up and smacked him.,0,0,0,1,1,1,0,1
10802,On Saturday he takes his girlfriend out to dinner.,1,1,0,0,0,0,1,0
10803,"On the day of the big move, Jaiden saw many children playing outside.",0,1,1,0,0,1,0,0
10804,His family was concerned about him and his pain.,0,1,1,1,0,1,0,1
10805,"Nana chased her down, caught her, and tickled her until she laughed.",1,0,0,0,0,0,1,0
10806,"One day, he could not find his bag.",0,0,1,1,0,1,0,0
10807,I offered the sister $100 for 1000 books and she accepted.,1,0,0,0,0,0,0,0
10808,It only took a few moments for the kiosk to copy her key.,1,1,0,1,0,0,1,0
10809,He left them in his car while at one more store.,0,1,0,0,0,0,0,0
10810,So he quickly made an episode in only one week.,1,1,0,1,0,0,0,0
10811,Harris was in a band with his best friends.,1,1,0,0,0,0,1,0
10812,It wasn't real though.,0,0,0,1,1,1,0,1
10813,He set up a page and asked for donations.,1,1,1,0,0,0,1,0
10814,They were pumped up and ready to go!,1,1,0,0,0,0,1,0
10815,Kay was taking piano lessons.,1,1,0,0,0,0,0,0
10816,Korine always loved the ocean.,1,1,0,0,0,0,0,0
10817,Phil and Laurel had been friends for more than 20 years.,1,0,0,1,0,0,1,0
10818,He really liked his new job.,1,1,0,1,0,0,0,0
10819,His friends became annoyed.,1,1,0,1,0,1,1,1
10820,Devin loved Easter.,1,1,0,0,0,0,0,0
10821,"He had never lost a match, and barely even a single point.",1,1,0,0,0,0,1,0
10822,Lori considered the importance of grades versus principles.,0,0,0,0,0,0,0,1
10823,He felt that he had been cheated.,0,1,0,1,1,0,0,1
10824,"He noticed a strange smell, too.",0,1,1,1,0,0,0,0
10825,"Nervous, she ran the rest of the way.",0,1,1,0,0,0,0,0
10826,All her life Susan wanted to be a teacher.,1,1,0,0,0,0,1,0
10827,They approved his loan.,1,1,0,0,0,0,1,0
10828,His doctor told him he needed to exercise more.,0,1,0,0,0,1,0,0
10829,Farmer Ben set some fox traps and waited.,0,1,0,0,0,0,0,0
10830,The chef walked out of the kitchen to apologize.,0,0,1,0,1,1,0,0
10831,Everyone else pitched in for gas.,1,0,0,0,0,0,1,0
10832,She gathered all her courage and dialed his phone number.,0,1,1,0,0,1,0,0
10833,Darren had been split up with his wife for three years.,0,0,0,0,0,1,0,0
10834,James rushed to finish his PowerPoint.,0,1,1,0,0,0,0,0
10835,"The cat was not a kitten, but it found a loving home.",1,0,0,0,0,0,1,0
10836,She decided to leave her house to find something to do.,1,1,0,1,0,0,0,0
10837,Two weeks later the market crashed.,0,0,0,1,1,0,0,0
10838,John was promised a trip to Six Flags if he passed his final exam.,1,1,0,0,0,0,1,0
10839,Moving to a different school ended up being satisfying.,1,0,0,1,0,0,1,0
10840,Kate is very clumsy by nature.,0,0,0,0,0,1,0,0
10841,I put on my uniform and drove to formation.,0,1,0,0,0,0,1,0
10842,Kim and Blossom were very good friends.,1,1,0,0,0,0,0,0
10843,Ava is 9 and Charles is 7.,1,0,0,0,0,0,1,0
10844,She agreed to go when the fever got worse.,0,1,0,0,0,1,0,0
10845,John feared he'd be arrested for speeding.,0,0,1,1,0,0,0,0
10846,Becky loved snacks.,1,1,0,0,0,0,1,0
10847,"After starting it up, John began to mow his lawn.",1,0,0,0,0,0,0,0
10848,I learned so much about myself after that experience.,1,0,0,1,0,0,1,0
10849,When it began I closed my eyes.,0,1,1,1,0,0,0,0
10850,I was 40-years-old and went to bed with a face full of tears.,0,1,1,1,1,1,0,1
10851,Tom called him.,1,1,0,1,0,0,0,0
10852,Keith loved the cookie and now buys them regularly from the store.,1,0,0,0,0,0,0,0
10853,He cashed it and went shopping.,1,1,0,0,0,0,0,0
10854,In the bathroom she took off her jacket and left it on a chair.,0,1,1,0,0,0,0,0
10855,I lent the money to him and we went on the bus.,1,1,0,0,0,0,0,0
10856,The wedding went forward without anymore problems.,1,1,1,0,0,0,1,0
10857,Dana was a quick learner.,1,1,0,0,0,0,1,0
10858,She saw a coyote.,0,1,1,1,0,0,0,0
10859,Max turned in a paper having written on it only the word this.,0,1,1,1,0,0,0,0
10860,"Now, I could make soup!",1,1,0,0,0,0,0,0
10861,I wanted to watch a movie.,1,1,0,0,0,0,0,0
10862,He took it out for a ride one hot afternoon.,1,1,0,0,0,0,1,0
10863,She opened a restaurant downtown.,1,1,0,0,0,0,1,0
10864,Everyone yelled at Gina after class.,0,0,1,0,1,1,0,1
10865,He lost the president race by a lot.,0,0,0,1,0,1,0,0
10866,The little girl pointed at Biscuit!,1,1,0,0,0,0,1,0
10867,He eats a handful of peanuts.,1,0,0,0,0,0,1,0
10868,A piece of wood flew up and hit him in the eye.,0,0,1,1,1,1,0,1
10869,She finally decided to ride it without the training wheels.,1,1,0,0,0,0,1,0
10870,The construction would begin right away.,1,1,0,1,0,0,0,0
10871,He woke up with a burning sensation on his body.,0,1,1,1,0,1,0,0
10872,Tommy's dad made sure there were no consequences for his actions.,0,0,0,1,1,0,0,1
10873,"John excused himself, running to the bathroom.",0,1,1,1,0,0,0,1
10874,She remembered that a cactus has water in it.,1,1,0,1,0,0,1,0
